2329	139
gene	Description	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139
748	*	0.504857	0.377772	0.157568	0.302712	0.126443	0.227766	0.204611	0.067813	0.410235	0.024907	0.276362	0.220571	0.987416	0.510190	0.538595	2.753014	0.793663	0.045159	1.392981	0.462947	0.185095	0.153289	0.288796	2.169622	8.347644	0.872868	0.311266	0.100540	0.521824	0.016239	0.332522	0.606038	0.564424	0.578409	0.623672	0.424444	0.513958	0.511760	0.218774	0.043749	0.453935	0.412528	3.162459	0.005674	0.331919	0.206033	0.242874	0.926692	0.004075	2.656121	0.953812	0.527582	0.217802	0.831705	0.998091	0.879391	0.477739	0.089146	0.163254	0.726951	0.617418	1.546637	0.521374	0.789835	0.168057	0.393712	0.077791	0.316209	0.692966	0.133330	0.083801	0.046338	0.086114	0.011071	0.598968	0.090107	0.083768	0.180027	0.296932	0.307412	0.128845	0.067706	0.197819	0.170057	0.197228	0.227285	0.037828	0.166681	0.085688	0.006464	0.094936	1.396088	0.105743	0.702237	0.047965	0.026410	0.135073	0.153897	0.068236	0.017361	0.086455	0.050313	0.065244	0.835800	0.009986	0.121530	0.042140	0.086796	0.082733	0.194877	0.177998	0.773026	0.139015	0.330169	0.315182	3.465431	0.269346	0.135121	0.536667	1.041280	0.110270	0.289101	0.227310	0.500950	0.196311	0.158236	0.393102	0.364991	0.109737	0.099217	0.858762	0.402218	0.161517	0.299492	0.107480	0.410391	0.606386	0.098717	0.032769
749	*	1.146433	1.263629	0.100710	0.000000	0.445084	0.320082	0.037650	0.076052	0.214415	0.006995	0.000000	0.535238	0.495733	0.119631	0.309896	2.432140	0.810419	0.247169	2.072995	0.486201	0.495097	0.107369	0.605920	2.557959	7.084989	0.905994	0.000000	0.077864	0.150580	0.000000	1.111660	0.437891	0.481321	0.637977	1.151894	0.000000	0.000000	0.588102	0.330136	0.048495	0.000000	0.591588	1.191124	0.101501	0.141685	0.143615	1.013060	0.234603	0.069537	0.398213	1.156034	1.283593	0.029377	0.532244	1.786064	1.970150	0.250730	0.133979	0.020042	0.235487	0.212779	1.740425	0.996771	3.670811	0.370121	0.255450	0.285168	0.029233	0.374802	0.000000	0.000000	0.060764	0.016005	0.035563	0.718642	0.086711	0.112781	0.211157	0.054355	0.206943	0.150242	0.064518	0.000000	0.208140	0.498075	1.120572	0.314881	0.271115	0.238524	0.002083	0.172399	0.027066	0.120886	2.421530	0.156970	0.000000	0.056164	0.172529	0.156325	0.150897	1.193034	0.101003	0.124219	0.768977	0.000000	0.227192	0.064957	0.080313	0.036837	0.000000	0.537191	1.506121	0.398672	1.192757	0.175424	1.979148	0.506132	0.416453	0.530359	0.153136	0.115452	0.043838	0.000000	0.832925	0.109953	0.115012	1.001686	0.269795	0.085694	0.119231	2.861067	0.498294	0.384933	0.177442	0.169966	0.110131	0.678334	0.110403	0.100887
750	*	0.745120	1.693469	0.115817	0.115494	0.524435	0.304630	0.332175	1.368503	1.457871	0.369972	0.319658	0.982474	0.604794	0.459096	0.520959	2.690947	0.551316	0.467538	2.451007	0.333206	0.246276	1.189054	0.700601	1.354629	2.534493	0.481225	0.276728	0.191962	0.471741	0.380285	0.133397	0.000000	0.724332	1.115708	1.183366	0.314203	0.703928	0.591925	0.195617	0.106239	0.501112	1.225370	0.945000	1.102084	0.061650	0.289601	0.339314	0.506236	2.999053	1.798611	0.380740	0.917495	0.367598	0.525367	4.207831	2.268684	1.255647	0.110347	2.150767	0.440795	0.465465	1.883232	0.298097	1.268382	0.808466	0.330805	0.117405	1.584031	0.640666	0.182447	0.382192	0.012559	0.099731	0.040032	0.389854	0.245533	0.046347	0.020707	0.723020	1.607549	0.382833	0.142184	0.134605	1.129555	0.140069	0.291389	0.149449	0.180975	0.106965	0.089097	0.045502	0.971728	0.260847	0.992421	0.072586	0.000000	0.805523	0.297138	1.870887	0.196993	0.625265	0.067092	0.176883	0.398558	0.015488	0.144271	0.070001	0.176038	0.182185	0.200178	0.047799	2.137305	0.112555	0.706007	0.230609	4.389017	0.452144	0.409715	0.929855	0.556498	0.113398	0.356593	0.390823	0.824188	0.193205	0.174750	0.597883	0.195074	0.011822	0.068135	1.182633	0.294912	0.209058	0.449437	0.174843	0.748494	1.336825	0.100414	0.049230
751	*	0.881448	0.861072	0.245899	0.508835	0.387171	0.309039	0.262473	1.075141	1.325145	0.228972	0.283799	0.486084	0.623438	0.038241	0.345814	3.303857	0.680939	0.294456	2.253838	1.051245	0.375370	0.675479	0.472046	1.942364	4.662612	0.783033	0.737763	0.393951	0.326486	0.547969	0.472364	0.044593	0.855238	0.816382	1.018875	0.479076	0.995638	0.636544	0.207108	0.066521	0.765064	0.243218	1.101472	1.205647	0.304527	0.411486	0.793138	0.626476	0.510982	2.052791	0.761036	0.887186	0.230769	0.755931	1.184082	2.357905	0.359463	0.143257	2.784034	0.401945	0.223277	2.156205	0.394223	1.507885	0.378702	1.140981	0.168692	0.397403	1.137403	0.321888	0.323600	0.266127	0.111981	0.139351	0.502416	0.462840	0.461345	0.223135	1.070486	1.779011	0.227664	0.153383	0.329524	1.042047	0.956391	0.445551	0.361323	0.154825	0.212648	0.457068	0.281102	1.591998	0.347335	0.700618	0.188034	0.060187	0.563695	0.204066	2.317393	0.391109	0.000000	0.110655	0.184353	0.691224	0.438212	0.169493	0.139102	0.228038	0.422845	0.264175	0.285716	1.467277	0.264999	0.981971	0.257628	4.160147	0.798471	0.303671	0.948954	1.260271	0.147071	0.611891	0.624250	0.598695	0.721932	0.365589	0.820108	0.401159	0.099519	0.202261	0.788616	0.467055	0.145472	0.412318	0.073096	0.701521	0.646152	0.141188	0.129396
752	*	0.473781	0.754715	0.132904	0.297052	0.328084	0.281562	0.159932	1.135959	0.867745	0.287528	0.492658	0.689394	0.736000	0.344913	0.588993	2.137773	0.432156	0.262569	1.331012	0.477335	0.162493	1.147437	0.711190	1.411240	4.525249	0.302494	0.442768	0.371086	0.284307	0.890635	0.241495	0.730961	0.512993	0.656489	0.771890	0.068672	0.070958	0.441097	0.150858	0.099047	0.259443	0.420257	3.203758	0.613344	0.146607	0.241299	0.664122	0.733947	0.427026	1.987964	0.771497	1.294422	0.437918	0.319591	1.274196	2.547416	0.467425	0.092601	1.868414	0.438225	0.163584	1.786649	0.378052	1.716945	0.525469	0.713447	0.121192	0.192450	0.773680	0.191125	0.457247	0.087412	0.115300	0.128400	0.669639	0.293134	0.092094	0.126436	0.832446	0.651648	0.114726	0.168831	0.154818	1.599905	0.722161	0.333580	0.203118	0.250999	0.107829	0.403026	0.189367	3.248852	0.177014	0.730566	0.086519	0.193386	0.743671	0.189558	1.465916	0.177040	0.189587	0.086505	0.144182	0.468587	0.301816	0.177464	0.141482	0.024870	0.183947	0.291713	0.373893	1.928416	0.573805	0.749046	0.341886	5.532722	0.324679	0.198193	0.638312	1.111334	0.166420	0.378059	0.267524	0.421568	0.474834	0.167617	0.672183	0.225059	0.151231	0.235276	1.257810	0.283257	0.253720	0.448382	0.215103	0.468001	0.551038	0.154911	0.110207
753	*	0.334387	0.637172	0.114377	0.321422	0.701184	0.556384	0.085730	0.098642	0.186457	0.113862	0.268960	0.285291	0.540418	0.147564	0.271287	1.431586	0.846673	0.302216	1.326265	0.583271	1.000914	0.407475	0.751163	1.017069	4.740661	0.304105	0.187240	0.377306	0.342964	0.171451	0.287293	1.261460	0.643305	0.905730	1.737789	0.298086	0.378015	0.286834	0.403394	0.100387	0.137026	0.481614	3.391953	0.150795	0.228637	0.127023	1.624399	0.752414	0.198504	0.941603	1.401788	0.838891	0.182361	0.899280	1.087036	1.563213	0.172411	0.126179	0.149522	0.471109	0.177156	1.113823	1.197872	4.702206	0.328195	0.178301	0.320706	0.127529	0.904011	0.183416	0.155937	0.217342	0.073353	0.133461	1.335086	0.070062	0.103292	0.152584	0.398274	0.283085	0.188305	0.101764	0.156956	0.475695	0.462456	0.338157	0.196824	0.253745	0.124269	0.196330	0.171235	1.551881	0.145934	3.340936	0.079735	0.905176	0.295728	0.136309	0.176382	0.143117	0.424819	0.055151	0.242497	0.422455	0.196788	0.086051	0.102862	0.125095	0.153055	0.205084	0.000000	1.325956	0.317820	0.702016	0.227455	3.292448	0.235980	0.185124	0.540860	0.824953	0.416714	0.506862	0.288964	0.384297	0.491298	0.066471	1.161757	0.105854	0.188713	0.017910	3.852261	0.286964	0.600478	0.273079	0.166056	0.000000	0.693981	0.132226	0.059721
754	*	0.184405	1.696512	0.066650	0.606910	0.351356	0.115424	0.080191	0.093093	0.129076	0.082695	0.127051	0.211614	0.209955	0.236081	1.015586	0.628144	0.260359	1.044367	0.948559	0.509196	0.189343	0.313230	0.535934	0.603229	3.350479	0.660689	0.138360	0.194083	0.029782	0.084722	0.055798	1.657778	0.291208	0.156922	0.576930	0.373390	0.693517	0.170801	0.115130	0.086744	0.067396	0.193423	1.759772	0.034771	0.037726	0.033161	0.209676	1.968444	0.073368	0.464279	0.338161	0.516988	0.130110	0.235267	1.225425	0.534804	0.220083	0.032429	0.058049	0.149050	0.144306	0.414613	0.199375	0.851488	0.211086	0.137160	0.045878	0.028899	0.296498	0.537216	0.113860	0.066439	0.113128	0.247121	5.214085	0.075661	0.041152	0.213084	0.845204	0.203143	0.060110	0.187885	0.074579	0.757572	0.001584	0.174697	0.081127	0.067381	0.058019	0.053248	0.126951	0.977270	0.053628	0.249378	0.063333	1.413570	0.221385	0.057148	0.036754	0.083957	0.423292	0.029828	0.053368	0.278679	0.214394	0.045428	0.042712	0.054693	0.097562	0.111232	0.113379	0.778100	0.121368	0.759601	0.088770	8.131397	0.093621	0.141639	0.516633	0.350585	0.192729	0.253747	0.152220	0.246909	0.306661	0.100416	0.519564	0.083562	0.052920	0.160810	0.532204	0.199518	0.046543	0.090963	0.059264	1.810243	0.321701	0.039193	0.050446
755	*	0.526055	1.765233	0.218364	0.721105	0.213280	0.327383	0.139695	0.102594	0.209297	0.116777	1.454446	0.676398	0.289323	0.108443	0.688390	1.210423	3.443685	0.169290	1.115837	0.084176	0.594352	0.243883	0.261925	1.154076	5.991404	2.043582	0.079358	0.124385	0.080737	0.087538	0.241133	3.594170	0.281265	0.417109	0.502753	0.440339	1.157549	0.476300	0.594218	0.059129	0.078953	0.527976	3.187951	0.041633	0.742630	0.232230	0.644439	1.265420	0.069849	1.771820	0.687802	0.433369	0.080121	0.802651	2.264866	1.254611	0.492350	0.104642	0.095336	0.427346	0.505859	0.937580	0.706196	1.945044	0.230126	2.899755	0.233638	0.054152	0.765292	0.195403	0.098468	0.191657	0.079299	0.075274	0.449643	0.074691	0.358015	0.109081	0.373226	0.687831	0.044691	0.067543	0.055558	0.453553	0.107183	0.234147	0.281040	0.125285	0.076070	0.128984	0.143839	1.110755	0.072438	0.446792	0.060530	0.188374	0.350043	0.024785	0.000027	0.119666	0.062527	0.045299	0.159001	0.535736	0.375314	0.078572	0.046432	0.114779	0.048581	0.116375	0.295131	0.487300	0.268019	0.235627	0.431793	2.209207	0.587662	0.253649	0.385244	2.084785	0.085434	0.523252	0.132861	0.197568	0.760718	0.180703	1.282292	0.295370	0.129316	0.192101	1.354544	0.363459	0.102483	0.186805	0.105596	1.122236	0.527958	0.117017	0.108199
756	*	0.539315	0.501431	0.134257	0.148984	0.800871	0.282203	0.241707	0.164054	0.215221	0.100598	0.188508	0.291977	0.678355	0.311755	0.434873	1.725193	0.597991	0.401882	3.371834	0.361833	0.660229	0.598968	0.746706	1.106250	5.572625	0.876571	0.719907	0.374746	0.122706	0.271856	1.061811	1.280270	0.343515	3.437827	1.608057	0.316242	0.808706	0.310456	0.566083	0.061560	0.063671	0.125803	2.445304	0.127518	0.213651	0.358560	0.770238	1.004116	0.251262	2.946752	1.435667	0.897485	0.160831	0.668937	2.886406	1.158566	0.333054	0.087828	0.115407	0.543960	0.315189	1.269465	1.240083	2.358305	0.254154	0.291295	0.397892	0.116340	1.709694	0.177492	0.116196	0.253028	0.157712	0.105185	0.317702	0.021246	0.133084	0.151721	0.145902	0.682374	0.104172	0.164192	0.250054	0.741664	0.147398	0.540354	0.189193	0.146280	0.073890	0.353713	0.183766	0.729752	0.109637	2.680594	0.135105	0.242218	0.432337	0.192299	0.080244	0.247917	0.353462	0.075719	0.129233	0.490860	0.377290	0.100472	0.068531	0.135421	0.244964	0.217295	0.870354	0.663544	0.313248	0.656127	0.182765	1.307639	0.297960	0.707675	0.284773	0.604088	0.077284	0.727997	0.097316	0.911963	0.317356	0.130149	0.666169	0.146203	0.087948	0.083756	2.841914	0.280462	0.158930	0.418269	0.089554	0.306374	0.591613	0.115280	0.133934
757	*	0.487090	0.493405	0.170206	0.205902	0.325658	0.290268	0.135840	0.092410	0.353396	0.158201	0.193674	0.177829	0.701396	0.137243	0.406869	1.568003	0.627481	0.227743	2.910758	0.467775	0.243304	0.426522	0.529064	1.941030	7.203665	0.807597	0.424295	0.198816	0.297247	0.134243	0.273384	1.267652	0.472537	0.693564	0.674667	0.182846	0.864154	0.409536	0.170638	0.078336	0.261564	0.445048	4.701538	0.152725	0.097737	0.190786	0.701144	0.571349	0.216582	1.270558	0.741302	0.736619	0.200776	0.290034	2.130580	1.116936	0.136760	0.197928	0.112468	0.428474	0.337876	1.259051	0.826194	1.914033	0.296891	0.344651	0.107993	0.201320	0.490502	0.099717	0.352992	0.109260	0.052012	0.036417	0.730679	0.061661	0.324154	0.386458	0.473071	0.446480	0.132043	0.082198	0.154976	0.426631	0.165919	0.121120	0.106456	0.224053	0.077256	0.097244	0.217911	1.677611	0.126455	1.900640	0.080983	0.059856	0.514388	0.146592	0.017002	0.024907	0.424025	0.030894	0.230352	0.704463	0.105036	0.126509	0.093318	0.112961	0.091149	0.145371	0.109693	0.837934	0.216861	0.789703	0.246113	2.630817	0.265716	0.237675	0.275938	0.526513	0.153472	0.193601	0.190856	0.695012	0.519168	0.164407	0.946293	0.138626	0.162457	0.305689	2.241418	0.408705	0.126151	0.212625	0.174389	0.370215	0.729995	0.078379	0.075063
758	*	0.841854	0.379478	0.118216	0.024200	0.300470	0.102688	0.121543	0.103210	0.180379	0.046993	0.061702	0.032614	0.616316	0.321570	0.271154	1.415462	0.044765	0.307284	2.315713	0.176590	0.652680	0.324843	1.425202	2.597349	8.985629	0.326308	0.516668	0.027754	0.285082	0.441650	0.519912	0.395850	0.197381	0.159174	0.912842	0.000000	0.347253	0.628403	0.222835	0.072821	0.204690	0.196964	1.137718	0.431807	0.040702	0.112071	0.581557	1.077639	0.324507	0.932577	0.470261	1.081608	0.114330	1.280881	2.273584	1.531999	0.114997	0.114518	0.356703	0.401725	0.409611	2.080624	0.778368	1.446549	0.549013	0.127742	0.147804	0.145830	0.818947	0.030633	0.133946	0.026366	0.129605	0.100448	0.553962	0.255754	0.161698	0.214172	0.057352	0.551515	0.061502	0.271850	0.266550	1.229678	0.350435	0.141283	0.077220	0.120363	0.078004	0.118570	0.051283	0.116230	0.188818	0.423382	0.119311	0.169038	0.273273	0.207710	0.061343	0.221407	0.314892	0.067346	0.115787	1.343406	0.317228	0.098612	0.070252	0.051464	0.088139	0.155626	0.163746	1.706182	0.095685	0.324909	0.105025	1.435958	0.253277	0.474532	0.478292	0.293394	0.145242	0.010934	0.165181	0.335914	0.300497	0.255698	0.733066	0.379533	0.102838	0.166821	0.708412	0.466755	0.344506	0.210166	0.194592	0.289459	1.093969	0.079966	0.186652
759	*	1.032441	0.418807	0.142652	0.065017	0.482026	0.201688	0.206149	0.159553	0.273326	0.159962	0.236307	0.360608	0.623579	0.579603	0.439362	1.889024	0.365167	0.325362	2.890947	0.462400	0.266938	0.240218	0.562946	2.281283	7.145382	0.463034	0.363401	0.217978	0.211745	0.254916	1.377519	1.518545	0.318418	0.508099	1.393755	0.091103	0.660767	0.520468	0.187128	0.086737	0.144357	0.360400	3.048367	0.344851	0.293182	0.087649	0.918069	1.275327	0.189774	2.133555	0.666565	0.729075	0.057804	0.261496	1.716817	1.281042	0.131279	0.098986	0.164689	0.592679	0.333479	1.844074	1.471755	2.559390	0.258477	0.663955	0.205631	0.112591	0.548625	0.183729	0.093534	0.120681	0.115106	0.114497	0.816283	0.100476	0.055153	0.425251	0.081211	0.385325	0.153583	0.144281	0.294997	0.205421	0.334786	0.496247	0.530113	0.292322	0.103269	0.044962	0.132892	1.106909	0.268654	1.487257	0.101017	0.385268	0.593835	0.053460	0.124581	0.129033	0.631925	0.063540	0.026612	0.763127	0.475632	0.068128	0.109488	0.124401	0.121150	0.265164	0.561182	1.541568	0.224649	0.668918	0.095931	1.937097	0.463998	0.672357	0.118633	0.174462	0.157458	0.181555	0.103482	0.810152	0.292810	0.203247	0.935396	0.315122	0.157535	0.223733	1.924042	0.527537	0.170956	0.165063	0.116717	0.302265	1.534836	0.076900	0.094492
760	*	0.581511	0.466619	0.379224	0.641283	0.296681	0.508544	0.330692	0.230899	0.511333	0.191206	0.237083	0.545070	0.761502	1.096856	1.327696	1.392538	0.487375	0.516049	2.462201	0.869087	1.153816	0.595200	0.534749	2.402162	6.464760	0.892316	0.862542	0.470349	0.352476	0.547521	1.053166	1.485416	0.476679	1.295989	0.830541	0.450679	1.047819	0.798921	0.304563	0.135028	0.539134	0.717602	2.224092	0.532360	0.352522	0.338550	0.418899	1.343090	0.492215	1.564637	0.750521	0.713899	0.306342	0.755001	1.854885	1.130902	0.470565	0.152761	0.242737	0.661629	0.900122	1.281180	1.366611	0.937813	0.425105	0.774968	0.362114	0.434928	0.620206	0.473402	0.323328	0.476628	0.161934	0.153991	0.940936	0.179302	0.245575	0.632784	0.329525	0.609253	0.307099	0.160044	0.429687	0.527791	0.385418	0.590458	0.511919	0.226028	0.313812	0.383644	0.259652	1.534042	0.317565	0.980044	0.378187	0.387520	0.443916	0.139095	0.528203	0.380629	1.589834	0.098560	0.216731	1.555038	1.503014	0.386599	0.146178	0.355151	0.388529	0.578740	0.934116	1.251375	0.724046	1.560850	0.425530	2.347130	0.500431	0.728124	1.149357	0.932563	0.351654	0.662272	0.432714	0.828703	1.460442	0.254104	0.637195	0.326898	0.188967	0.267114	1.097920	0.547427	0.342038	0.249791	0.191991	0.763103	1.447867	0.336434	0.148105
761	*	0.670698	0.374509	0.239950	0.012101	0.315014	0.157119	0.124203	0.889957	1.200242	0.297282	0.193507	0.476625	0.449800	0.116055	0.126940	1.370938	0.368550	0.247280	2.654997	0.383311	1.140644	0.770296	0.631122	2.253191	8.447424	0.666324	0.498784	0.107941	0.083588	0.000000	0.010550	0.835534	0.496504	0.257616	0.528367	0.039535	0.017992	0.766979	0.323403	0.076877	0.888052	0.077605	2.788766	0.811558	1.176652	0.032732	0.532277	0.232008	0.084682	0.794747	0.449889	0.714312	0.224830	1.032412	1.345824	1.111410	0.133154	0.078551	1.328174	0.358184	0.188065	2.320676	0.782126	1.080915	0.110670	0.683033	0.146459	0.009426	0.509099	0.246233	1.059984	0.102526	0.086697	0.067201	0.851220	0.083624	0.312660	0.295324	0.465829	0.710883	0.080868	0.082130	0.398645	0.807532	0.106712	0.184985	0.075735	0.127990	0.093802	0.114118	0.206777	0.829383	0.342712	0.410332	0.045815	0.308816	0.220538	0.071444	1.155807	0.046477	0.101732	0.064906	0.194934	0.884889	0.396714	0.222427	0.036117	0.141223	0.084581	0.139905	0.453582	1.388401	0.284285	0.321373	0.145797	1.818717	0.464465	0.514269	0.491404	0.130818	0.119912	0.577716	0.605703	0.900869	0.172236	0.249834	0.691490	0.334376	0.135181	0.426851	0.467146	0.433099	0.172905	0.242830	0.076306	0.676356	1.108536	0.091999	0.049292
762	*	0.733390	0.607008	0.123804	0.353932	0.139616	0.179334	0.208314	0.069074	0.257775	0.068082	0.170794	0.295033	3.352735	0.546832	0.716769	2.726954	0.796408	0.140622	1.960277	0.204348	0.261073	0.230132	0.279409	1.677697	5.283718	0.610487	0.870191	0.104910	0.260830	0.076020	0.301756	0.465798	0.352866	1.485081	0.799413	0.955087	0.846571	0.445952	0.284774	0.059172	0.196608	0.831107	2.780466	0.120767	0.367016	0.105364	0.181558	1.257203	2.043109	2.774774	2.967065	0.597858	0.217919	0.747349	4.233407	1.060576	1.246259	0.139667	0.238777	0.688189	0.852137	1.821733	0.956943	0.676072	0.252699	0.692354	0.248132	1.062998	0.577276	0.152359	0.181806	0.089639	0.092843	0.113268	0.534659	0.103457	0.084944	0.359550	0.361839	0.445862	0.112396	0.108630	0.234614	0.281133	0.176703	0.129492	0.190168	0.101411	0.112988	0.324830	0.090606	1.156000	0.154356	0.977304	0.120141	0.839260	0.084002	0.104611	0.303529	0.229995	0.519943	0.109502	0.082356	0.666957	0.313328	0.192755	0.077137	0.235727	0.272705	0.233026	0.494231	0.517622	0.223362	0.437375	0.164313	1.735110	0.264595	0.203760	0.972307	1.184593	0.167874	0.314761	0.171620	0.294681	0.945765	0.137670	0.618815	0.281033	0.223570	0.158425	1.013111	0.424668	0.111011	0.207546	0.090235	0.167053	1.013032	0.157362	0.112490
763	*	0.474032	0.566442	0.375011	0.556112	0.727659	0.475597	0.374685	0.215155	0.757082	0.217407	0.411371	0.375316	0.788456	1.004242	1.746271	1.632140	0.421373	0.308649	2.918699	0.879483	1.010927	0.648595	0.649159	2.368369	6.080704	1.514163	0.809374	0.398310	0.374191	0.650940	0.880317	3.189805	1.631616	1.038527	0.611611	0.613288	0.944868	0.723818	0.229657	0.118728	0.655741	0.822841	1.619773	0.590050	0.472575	0.150336	0.348809	1.250638	0.353673	1.922258	0.728992	0.638212	0.450847	0.722613	1.944741	0.892492	0.454294	0.150057	0.434375	0.620631	1.281854	1.096252	0.986668	0.693601	0.426165	0.735987	0.216896	0.277490	0.466689	0.427962	0.813002	0.371650	0.133049	0.179747	1.018558	0.373968	0.202901	0.545753	0.430709	0.895150	0.264992	0.108253	0.332584	0.499039	0.436981	0.419400	0.406872	0.165800	0.202037	0.331220	0.224578	1.477080	0.230913	0.838318	0.223724	0.254088	0.246214	0.248771	0.477391	0.367011	0.878691	0.089657	0.137816	1.560030	1.142462	0.337885	0.126926	0.224881	0.320702	0.458621	0.794259	1.096211	0.517302	0.867616	0.322574	1.628022	0.449244	0.455247	1.063515	0.993794	0.374096	0.462357	0.511727	0.634919	1.289521	0.238825	0.722551	0.339786	1.071191	0.340262	0.861025	0.598743	0.305240	0.911511	0.330794	1.237905	1.441816	0.298325	0.154855
764	*	0.779655	0.526253	0.112978	0.008887	0.374773	0.230111	0.123490	0.068729	0.175359	0.163992	0.193551	0.674021	0.547806	0.729472	1.039204	1.732922	0.484939	0.325664	1.905076	0.465579	1.791734	0.852903	0.444040	1.775200	7.030488	0.744669	0.506797	0.371923	0.104305	0.515696	0.768734	1.573580	0.990215	0.646117	0.532200	0.122403	0.679091	0.499544	0.742974	0.115988	0.002696	0.600079	3.243389	0.188171	0.134413	0.245095	0.508662	0.562098	0.110166	1.670726	0.561703	0.538918	0.121813	2.125417	1.843741	1.348098	0.948787	0.061964	0.083115	0.670349	0.558261	1.552016	1.406550	1.577425	0.312927	0.188790	0.212107	0.055087	0.314450	0.260284	0.101245	0.196744	0.252962	0.100955	0.872736	0.073311	0.217847	0.439135	0.312405	0.590996	0.223136	0.101042	0.278587	0.096121	1.724416	0.380694	0.191002	0.167421	0.094758	0.227412	0.148462	1.501089	0.166137	1.532983	0.058178	0.267227	0.377435	0.906472	0.162580	0.468572	0.318751	0.056203	1.240840	0.807247	0.446067	0.108239	0.099650	0.185777	0.054275	0.136629	0.414556	0.963143	0.188179	0.160961	0.107245	2.883376	0.206718	0.277363	0.355982	0.716506	0.216024	0.678583	0.287547	0.411307	0.436769	0.159379	0.622467	0.241821	0.188307	0.136912	2.001576	0.406087	0.281256	0.198683	0.104809	0.469680	0.947195	0.080732	0.100578
